task_id,task_description,occupation,soc_code,agent_capability,software_replaced,accel_pct,employment,hourly_wage,task_share,annual_impact_usd
19088,"Attend professional meetings, educational conferences, or teacher training workshops to maintain or ...","Special Education Teachers, Preschool",25-2051,Tier2_Knowledge,Python automation,60%,28200,29.9,0.0278,29229300
19069,Employ special educational strategies or techniques during instruction to improve the development of...,"Special Education Teachers, Preschool",25-2051,Tier2_Good,Python automation,60%,28200,29.9,0.0278,29229300
19095,Organize and display students' work in a manner appropriate for their perceptual skills....,"Special Education Teachers, Preschool",25-2051,Tier2_Knowledge,Python automation,60%,28200,29.9,0.0278,29229300
19080,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelin...","Special Education Teachers, Preschool",25-2051,Tier2_Knowledge,Python automation,60%,28200,29.9,0.0278,29229300
13976,Check completed products for conformance to specifications and for defects by measuring with rulers ...,Fiberglass Laminators and Fabricators,51-2051,Tier2_Good,Visualization,55%,18520,22.0,0.0625,29131960
13610,"Arrange or store materials, machines, tools, or equipment....","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,Tier2_Knowledge,Python automation,60%,15660,22.35,0.0667,29120083
13600,"Mix mortar, plaster, and grout, manually or using machines, according to standard formulas....","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,Tier2_Good,Python automation,60%,15660,22.35,0.0667,29120083
13217,Record rates of pay and durations of jobs on vouchers....,Models,41-9012,Tier2_Good,Python automation,60%,5350,43.26,0.1,28883837
23931,Pose for artists and photographers....,Models,41-9012,Tier2_Good,Visualization,60%,5350,43.26,0.1,28883837
13225,"Pose as directed, or strike suitable interpretive poses for promoting and selling merchandise or fas...",Models,41-9012,Tier2_Good,Python automation,60%,5350,43.26,0.1,28883837
13221,"Apply makeup to face and style hair to enhance appearance, considering such factors as color, camera...",Models,41-9012,Tier2_Good,Python automation,60%,5350,43.26,0.1,28883837
10514,Read prescriptions or specifications to determine the type of product or device to be fabricated and...,Medical Appliance Technicians,51-9082,Tier2_Excellent,Python automation,80%,11490,22.63,0.0667,28844741
17084,"Conduct or order diagnostic tests such as chest radiographs (x-rays), microbiologic tests, or endocr...",Dermatologists,29-1213,Tier2_Excellent,Visualization,80%,10080,30.61,0.0556,28523622
16589,"Troubleshoot robotic systems, using knowledge of microprocessors, programmable controllers, electron...",Robotics Technicians,17-3024,Tier2_Good,Python automation,60%,14680,34.02,0.0455,28330371
16579,Maintain service records of robotic equipment or automated production systems....,Robotics Technicians,17-3024,Tier2_Good,Python automation,60%,14680,34.02,0.0455,28330371
16584,Modify computer-controlled robot movements....,Robotics Technicians,17-3024,Tier2_Good,Python automation,60%,14680,34.02,0.0455,28330371
19684,"Evaluate the efficiency and reliability of industrial robotic systems, reprogramming or calibrating ...",Robotics Technicians,17-3024,Tier2_Good,Python automation,60%,14680,34.02,0.0455,28330371
16581,Document robotics test procedures and results....,Robotics Technicians,17-3024,Tier2_Good,Word/Docs,60%,14680,34.02,0.0455,28330371
16577,"Program complex robotic systems, such as vision systems....",Robotics Technicians,17-3024,Tier2_Good,Python automation,60%,14680,34.02,0.0455,28330371
7263,"Consult with officials of local and area governments, schools, hospitals, and other institutions to ...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7273,"Develop and implement training procedures and strategies for radiological protection, detection, and...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7275,Provide communities with assistance in applying for federal funding for emergency management facilit...,Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7268,Train local groups in the preparation of long-term plans that are compatible with federal and state ...,Emergency Management Directors,11-9161,Tier2_Good,Python automation,60%,12570,41.41,0.0435,28244069
7265,"Attend meetings, conferences, and workshops related to emergency management to learn new information...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7258,"Develop and maintain liaisons with municipalities, county departments, and similar entities to facil...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7270,Conduct surveys to determine the types of emergency-related needs to be addressed in disaster planni...,Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7259,"Keep informed of federal, state, and local regulations affecting emergency plans, and ensure that pl...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7269,"Review emergency plans of individual organizations, such as medical facilities, to ensure their adeq...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7262,"Inspect facilities and equipment, such as emergency management centers and communications equipment,...",Emergency Management Directors,11-9161,Tier2_Good,Python automation,60%,12570,41.41,0.0435,28244069
7261,Design and administer emergency or disaster preparedness training courses that teach people how to e...,Emergency Management Directors,11-9161,Tier2_Good,Design,60%,12570,41.41,0.0435,28244069
7266,Collaborate with other officials to prepare and analyze damage assessments following disasters or em...,Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7264,Develop and perform tests and evaluations of emergency management plans in accordance with state and...,Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7256,Maintain and update all resource materials associated with emergency preparedness plans....,Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7260,"Prepare emergency situation status reports that describe response and recovery efforts, needs, and p...",Emergency Management Directors,11-9161,Tier2_Good,Word/Docs,60%,12570,41.41,0.0435,28244069
7274,"Inventory and distribute nuclear, biological, and chemical detection and contamination equipment, pr...",Emergency Management Directors,11-9161,Tier2_Knowledge,Python automation,60%,12570,41.41,0.0435,28244069
7272,"Apply for federal funding for emergency-management-related needs, and administer and report on the p...",Emergency Management Directors,11-9161,Tier2_Good,Word/Docs,60%,12570,41.41,0.0435,28244069
12005,"Mount attachments, such as relieving or tracing attachments, to perform operations, such as duplicat...","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,Tier2_Good,Python automation,55%,18970,23.38,0.0556,28188071
20923,"Refill, change, and monitor the level of fluids, such as oil and coolant, in machines....","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,Tier2_Knowledge,Python automation,55%,18970,23.38,0.0556,28188071
12001,"Compute unspecified dimensions and machine settings, using knowledge of metal properties and shop ma...","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,Tier2_Good,Python automation,55%,18970,23.38,0.0556,28188071
11991,"Inspect sample workpieces to verify conformance with specifications, using instruments such as gauge...","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034,Tier2_Good,Python automation,55%,18970,23.38,0.0556,28188071
2835,"Inspect the surface to be covered to determine its condition, and correct any imperfections that mig...",Carpet Installers,47-2041,Tier2_Knowledge,Python automation,60%,14980,23.97,0.0625,28007507
10620,"Procure, produce, and provide information on the safe operation of aircraft, such as flight planning...",Airfield Operations Specialists,53-2022,Tier2_Excellent,Visualization,80%,16640,27.28,0.037,27976105
22315,"Monitor instruments, gauges, or recording devices under direction of nuclear experimenters....",Nuclear Technicians,19-4051,Tier2_Excellent,Python automation,80%,5990,50.11,0.0556,27748023
11905,Review work orders and specifications to determine materials needed and types of parts to be process...,"Coil Winders, Tapers, and Finishers",51-2021,Tier2_Good,Python automation,53%,12170,22.72,0.0909,27710568
11908,Record production and operational data on specified forms....,"Coil Winders, Tapers, and Finishers",51-2021,Tier2_Good,Excel/Sheets,53%,12170,22.72,0.0909,27710568
11911,"Examine and test wired electrical components such as motors, armatures, and stators, using measuring...","Coil Winders, Tapers, and Finishers",51-2021,Tier2_Knowledge,Python automation,53%,12170,22.72,0.0909,27710568
3928,Study background information to prepare for programs or interviews....,Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Good,Python automation,60%,23880,21.96,0.0417,27269050
3939,Describe or demonstrate products that viewers may purchase through specific shows or in stores....,Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Knowledge,Python automation,60%,23880,21.96,0.0417,27269050
3927,"Select program content, in conjunction with producers and assistants, based on factors such as progr...",Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Good,Python automation,60%,23880,21.96,0.0417,27269050
3943,Give network cues permitting selected stations to receive programs....,Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Good,Python automation,60%,23880,21.96,0.0417,27269050
3940,"Coordinate games, contests, or other on-air competitions, performing such duties as asking questions...",Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Knowledge,Python automation,60%,23880,21.96,0.0417,27269050
3936,"Keep daily program logs to provide information on all elements aired during broadcast, such as music...",Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Good,Python automation,60%,23880,21.96,0.0417,27269050
3924,"Prepare and deliver news, sports, or weather reports, gathering and rewriting material so that it wi...",Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Good,Word/Docs,60%,23880,21.96,0.0417,27269050
3935,"Announce musical selections, station breaks, commercials, or public service information, and accept ...",Broadcast Announcers and Radio Disc Jockeys,27-3011,Tier2_Knowledge,Python automation,60%,23880,21.96,0.0417,27269050
14371,"Draw samples for laboratory analysis, or test solutions for conformance to specifications, such as a...","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,Tier2_Good,Python automation,52%,13890,19.93,0.0909,27219713
14368,Add specified amounts of chemicals to equipment at required times to maintain solution levels and co...,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,Tier2_Good,Python automation,52%,13890,19.93,0.0909,27219713
14375,"Record gauge readings, materials used, processing times, or test results in production logs....","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,Tier2_Knowledge,Python automation,52%,13890,19.93,0.0909,27219713
14372,"Observe machine operations, gauges, or thermometers, and adjust controls to maintain specified condi...","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,Tier2_Good,Python automation,52%,13890,19.93,0.0909,27219713
5852,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
20069,"Review papers or serve on editorial boards for scientific journals, and review grant proposals for f...","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Python automation,60%,11480,48.75,0.0385,26860551
5849,Prepare and deliver lectures to undergraduate or graduate students on topics such as structural geol...,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
5851,"Evaluate and grade students' class work, assignments, and papers....","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
5855,"Plan, evaluate, and revise curricula, course content, and course materials and methods of instructio...","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
5846,Write grant proposals to procure external research funding....,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Word/Docs,60%,11480,48.75,0.0385,26860551
20068,Purchase and maintain equipment to support research projects....,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Python automation,60%,11480,48.75,0.0385,26860551
5860,"Participate in student recruitment, registration, and placement activities....","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Python automation,60%,11480,48.75,0.0385,26860551
5864,Compile bibliographies of specialized materials for outside reading assignments....,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Visualization,60%,11480,48.75,0.0385,26860551
5857,Maintain regularly scheduled office hours to advise and assist students....,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Good,Calendar,60%,11480,48.75,0.0385,26860551
5848,"Supervise undergraduate or graduate teaching, internship, and research work....","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
5859,"Maintain student attendance records, grades, and other required records....","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,Tier2_Knowledge,Python automation,60%,11480,48.75,0.0385,26860551
7642,"Select and edit documents for publication and display, applying knowledge of subject, literary expre...",Archivists,25-4011,Tier2_Excellent,"Word/Docs, PowerPoint",80%,7050,29.6,0.0769,26711040
7636,"Preserve records, documents, and objects, copying records to film, videotape, audiotape, disk, or co...",Archivists,25-4011,Tier2_Excellent,Word/Docs,80%,7050,29.6,0.0769,26711040
7635,"Prepare archival records, such as document descriptions, to allow easy access to information....",Archivists,25-4011,Tier2_Excellent,Word/Docs,80%,7050,29.6,0.0769,26711040
14001,"Remove workpieces from machines, and check to ensure that they conform to specifications, using meas...","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,Tier2_Good,Python automation,60%,13810,23.22,0.0667,26679594
14007,"Verify alignment of workpieces on machines, using measuring instruments such as rules, gauges, or ca...","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,Tier2_Knowledge,Python automation,60%,13810,23.22,0.0667,26679594
14002,"Observe milling or planing machine operation, and adjust controls to ensure conformance with specifi...","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4035,Tier2_Good,Python automation,60%,13810,23.22,0.0667,26679594
19060,"Prepare periodic reports on court proceedings, as required....",Judicial Law Clerks,23-1012,Tier2_Good,Word/Docs,60%,13220,29.04,0.0556,26617677
19058,Maintain judges' law libraries by assembling or updating appropriate documents....,Judicial Law Clerks,23-1012,Tier2_Good,Word/Docs,60%,13220,29.04,0.0556,26617677
19052,"Review complaints, petitions, motions, or pleadings that have been filed to determine issues involve...",Judicial Law Clerks,23-1012,Tier2_Knowledge,Python automation,60%,13220,29.04,0.0556,26617677
19053,Review dockets of pending litigation to ensure adequate progress....,Judicial Law Clerks,23-1012,Tier2_Knowledge,Python automation,60%,13220,29.04,0.0556,26617677
19051,"Research laws, court decisions, documents, opinions, briefs, or other information related to cases b...",Judicial Law Clerks,23-1012,Tier2_Good,Word/Docs,60%,13220,29.04,0.0556,26617677
19050,"Prepare briefs, legal memoranda, or statements of issues involved in cases, including appropriate su...",Judicial Law Clerks,23-1012,Tier2_Good,Python automation,60%,13220,29.04,0.0556,26617677
19056,Coordinate judges' meeting and appointment schedules....,Judicial Law Clerks,23-1012,Tier2_Good,Calendar,60%,13220,29.04,0.0556,26617677
19054,"Verify that all files, complaints, or other papers are available and in the proper order....",Judicial Law Clerks,23-1012,Tier2_Knowledge,Python automation,60%,13220,29.04,0.0556,26617677
9022,Provide information or recommendations to farmers or other landowners regarding ways in which they c...,Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9023,Investigate responses of soils to specific management practices to determine the use capabilities of...,Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9021,Communicate research or project results to other professionals or the public or teach related course...,Soil and Plant Scientists,19-1013,Tier2_Good,Python automation,60%,16600,34.33,0.037,26341028
23903,Conduct experiments to investigate the underlying mechanisms of plant growth and response to the env...,Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9026,Investigate soil problems or poor water quality to determine sources and effects....,Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9035,"Develop new or improved methods or products for controlling or eliminating weeds, crop diseases, or ...",Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9030,"Identify degraded or contaminated soils and develop plans to improve their chemical, biological, or ...",Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
20198,Plan or supervise waste management programs for composting or farming....,Soil and Plant Scientists,19-1013,Tier2_Good,Python automation,60%,16600,34.33,0.037,26341028
9033,Perform chemical analyses of the microorganism content of soils to determine microbial reactions or ...,Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
19751,"Develop environmentally safe methods or products for controlling or eliminating weeds, crop diseases...",Soil and Plant Scientists,19-1013,Tier2_Knowledge,Python automation,60%,16600,34.33,0.037,26341028
9028,"Develop improved measurement techniques, soil conservation methods, soil sampling devices, or relate...",Soil and Plant Scientists,19-1013,Tier2_Good,Python automation,60%,16600,34.33,0.037,26341028
20394,Maintain records of testing results or other documents as required by state or other governing agenc...,Food Science Technicians,19-4013,Tier2_Good,Word/Docs,60%,14200,23.76,0.0625,26316576
7587,Order supplies needed to maintain inventories in laboratories or in storage facilities of food or be...,Food Science Technicians,19-4013,Tier2_Knowledge,Python automation,60%,14200,23.76,0.0625,26316576
7577,"Provide assistance to food scientists or technologists in research and development, production techn...",Food Science Technicians,19-4013,Tier2_Knowledge,Python automation,60%,14200,23.76,0.0625,26316576
7578,"Compute moisture or salt content, percentages of ingredients, formulas, or other product factors, us...",Food Science Technicians,19-4013,Tier2_Good,Python automation,60%,14200,23.76,0.0625,26316576
20395,Monitor and control temperature of products....,Food Science Technicians,19-4013,Tier2_Knowledge,Python automation,60%,14200,23.76,0.0625,26316576
7585,"Measure, test, or weigh bottles, cans, or other containers to ensure that hardness, strength, or dim...",Food Science Technicians,19-4013,Tier2_Good,Python automation,60%,14200,23.76,0.0625,26316576
7582,Taste or smell foods or beverages to ensure that flavors meet specifications or to select samples wi...,Food Science Technicians,19-4013,Tier2_Good,Python automation,60%,14200,23.76,0.0625,26316576
7583,Examine chemical or biological samples to identify cell structures or to locate bacteria or extraneo...,Food Science Technicians,19-4013,Tier2_Knowledge,Python automation,60%,14200,23.76,0.0625,26316576
7576,"Conduct standardized tests on food, beverages, additives, or preservatives to ensure compliance with...",Food Science Technicians,19-4013,Tier2_Knowledge,Python automation,60%,14200,23.76,0.0625,26316576
18849,Identify skill development needs for funeral home staff....,Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18844,"Set marketing, sales, or other financial goals for funeral service establishments and monitor progre...",Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18839,Plan and implement sales promotions or other marketing strategies and activities for funeral home op...,Funeral Home Managers,11-9171,Tier2_Good,Python automation,60%,13120,36.94,0.0435,26297682
18833,"Direct and supervise work of embalmers, funeral attendants, death certificate clerks, cosmetologists...",Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18851,Schedule work hours for funeral home or contract employees....,Funeral Home Managers,11-9171,Tier2_Good,Calendar,60%,13120,36.94,0.0435,26297682
18832,"Consult with families or friends of the deceased to arrange funeral details, such as obituary notice...",Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18847,"Evaluate the performance of vendors, contract employees, or other service providers to ensure qualit...",Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18848,"Explain goals, policies, or procedures to staff members....",Funeral Home Managers,11-9171,Tier2_Knowledge,Python automation,60%,13120,36.94,0.0435,26297682
18846,"Complete and maintain records, such as state-required documents, tracking documents, or product inve...",Funeral Home Managers,11-9171,Tier2_Good,Word/Docs,60%,13120,36.94,0.0435,26297682
18842,"Schedule funerals, burials, or cremations....",Funeral Home Managers,11-9171,Tier2_Good,Calendar,60%,13120,36.94,0.0435,26297682
18835,"Monitor funeral service operations to ensure that they comply with applicable policies, regulations,...",Funeral Home Managers,11-9171,Tier2_Good,Python automation,60%,13120,36.94,0.0435,26297682
18831,Conduct market research and analyze industry trends....,Funeral Home Managers,11-9171,Tier2_Good,Python automation,60%,13120,36.94,0.0435,26297682
12599,Monitor machine operations to detect malfunctions and report or resolve problems....,Adhesive Bonding Machine Operators and Tenders,51-9191,Tier2_Excellent,Word/Docs,76%,12170,21.74,0.0625,26140089
14238,"Discuss upholstery fabrics, colors, and styles with customers, and provide cost estimates....",Upholsterers,51-6093,Tier2_Good,Python automation,59%,20990,22.21,0.0455,26004809
14237,Maintain records of time required to perform each job....,Upholsterers,51-6093,Tier2_Knowledge,Python automation,59%,20990,22.21,0.0455,26004809
14233,"Read work orders, and apply knowledge and experience with materials to determine types and amounts o...",Upholsterers,51-6093,Tier2_Knowledge,Python automation,59%,20990,22.21,0.0455,26004809
14249,Collaborate with interior designers to decorate rooms and coordinate furnishing fabrics....,Upholsterers,51-6093,Tier2_Good,Design,59%,20990,22.21,0.0455,26004809
17167,Document or evaluate patients' medical histories....,"Ophthalmologists, Except Pediatric",29-1241,Tier2_Good,Word/Docs,60%,12110,30.61,0.0556,25700972
17161,"Instruct interns, residents, or others in ophthalmologic procedures and techniques....","Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Python automation,60%,12110,30.61,0.0556,25700972
17163,Educate patients about maintenance and promotion of healthy vision....,"Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Python automation,60%,12110,30.61,0.0556,25700972
17171,"Develop treatment plans based on patients' histories and goals, the nature and severity of disorders...","Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Python automation,60%,12110,30.61,0.0556,25700972
17162,Develop or implement plans and procedures for ophthalmologic services....,"Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Python automation,60%,12110,30.61,0.0556,25700972
17176,"Diagnose or treat injuries, disorders, or diseases of the eye and eye structures including the corne...","Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Python automation,60%,12110,30.61,0.0556,25700972
17175,Perform comprehensive examinations of the visual system to determine the nature or extent of ocular ...,"Ophthalmologists, Except Pediatric",29-1241,Tier2_Knowledge,Visualization,60%,12110,30.61,0.0556,25700972
6084,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction....","Sociology Teachers, Postsecondary",25-1067,Tier2_Knowledge,Python automation,60%,12380,39.68,0.0417,25546130
6091,"Participate in student recruitment, registration, and placement activities....","Sociology Teachers, Postsecondary",25-1067,Tier2_Good,Python automation,60%,12380,39.68,0.0417,25546130
6094,Write grant proposals to procure external research funding....,"Sociology Teachers, Postsecondary",25-1067,Tier2_Good,Word/Docs,60%,12380,39.68,0.0417,25546130
6096,Compile bibliographies of specialized materials for outside reading assignments....,"Sociology Teachers, Postsecondary",25-1067,Tier2_Good,Visualization,60%,12380,39.68,0.0417,25546130
6089,"Supervise undergraduate or graduate teaching, internship, and research work....","Sociology Teachers, Postsecondary",25-1067,Tier2_Knowledge,Python automation,60%,12380,39.68,0.0417,25546130
6082,"Maintain student attendance records, grades, and other required records....","Sociology Teachers, Postsecondary",25-1067,Tier2_Knowledge,Python automation,60%,12380,39.68,0.0417,25546130
6083,Maintain regularly scheduled office hours to advise and assist students....,"Sociology Teachers, Postsecondary",25-1067,Tier2_Good,Calendar,60%,12380,39.68,0.0417,25546130
6080,"Prepare course materials, such as syllabi, homework assignments, and handouts....","Sociology Teachers, Postsecondary",25-1067,Tier2_Knowledge,Python automation,60%,12380,39.68,0.0417,25546130
6076,"Evaluate and grade students' class work, assignments, and papers....","Sociology Teachers, Postsecondary",25-1067,Tier2_Knowledge,Python automation,60%,12380,39.68,0.0417,25546130
6077,Prepare and deliver lectures to undergraduate or graduate students on topics such as race and ethnic...,"Sociology Teachers, Postsecondary",25-1067,Tier2_Good,Excel/Sheets,60%,12380,39.68,0.0417,25546130
8297,"Observe pressure gauge and move throttles and levers to control the speed of rotary tables, and to r...","Rotary Drill Operators, Oil and Gas",47-5012,Tier2_Knowledge,Python automation,60%,13090,31.26,0.05,25533668
12053,"Position patterns inside mold sections, and clamp sections together....",Foundry Mold and Coremakers,51-4071,Tier2_Good,Python automation,57%,12720,21.97,0.0769,25486606
12051,"Move and position workpieces, such as mold sections, patterns, and bottom boards, using cranes, or s...",Foundry Mold and Coremakers,51-4071,Tier2_Good,Python automation,57%,12720,21.97,0.0769,25486606
6244,"Prepare course materials, such as syllabi, homework assignments, or handouts....","Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6252,Write grant proposals to procure external research funding....,"Social Work Teachers, Postsecondary",25-1113,Tier2_Good,Word/Docs,60%,13350,36.64,0.0417,25435088
23911,Mentor new faculty members....,"Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6255,Compile bibliographies of specialized materials for outside reading assignments....,"Social Work Teachers, Postsecondary",25-1113,Tier2_Good,Visualization,60%,13350,36.64,0.0417,25435088
6257,"Participate in student recruitment, registration, and placement activities....","Social Work Teachers, Postsecondary",25-1113,Tier2_Good,Python automation,60%,13350,36.64,0.0417,25435088
6246,Maintain regularly scheduled office hours to advise and assist students....,"Social Work Teachers, Postsecondary",25-1113,Tier2_Good,Calendar,60%,13350,36.64,0.0417,25435088
6251,"Maintain student attendance records, grades, and other required records....","Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6247,"Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction....","Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6239,"Evaluate and grade students' class work, assignments, and papers....","Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6245,"Supervise undergraduate or graduate teaching, internship, and research work....","Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
6240,Prepare and deliver lectures to undergraduate or graduate students on topics such as family behavior...,"Social Work Teachers, Postsecondary",25-1113,Tier2_Knowledge,Python automation,60%,13350,36.64,0.0417,25435088
20209,"Interpret data, reports, maps, photographs, or charts to predict long- or short-range weather condit...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,"Excel/Sheets, Word/Docs, Visualization",80%,8780,46.85,0.037,25350917
20208,Develop or use mathematical or computer models for weather forecasting....,Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Python automation,80%,8780,46.85,0.037,25350917
9069,"Gather data from sources such as surface or upper air stations, satellites, weather bureaus, or rada...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,"Excel/Sheets, Word/Docs",80%,8780,46.85,0.037,25350917
19757,"Create visualizations to illustrate historical or future changes in the Earth's climate, using paleo...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,"Excel/Sheets, Database, Visualization",80%,8780,46.85,0.037,25350917
9079,Conduct numerical simulations of climate conditions to understand and predict global or regional wea...,Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Python automation,80%,8780,46.85,0.037,25350917
19758,Estimate or predict the effects of global warming over time for specific geographic regions....,Atmospheric and Space Scientists,19-2021,Tier2_Excellent,"Visualization, Design",80%,8780,46.85,0.037,25350917
20206,"Prepare weather reports or maps for analysis, distribution, or use in weather broadcasts, using comp...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,"Word/Docs, Visualization, Design",80%,8780,46.85,0.037,25350917
21104,Develop computer programs to collect meteorological data or to present meteorological information....,Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Excel/Sheets,80%,8780,46.85,0.037,25350917
9068,"Broadcast weather conditions, forecasts, or severe weather warnings to the public via television, ra...",Atmospheric and Space Scientists,19-2021,Tier2_Excellent,Python automation,80%,8780,46.85,0.037,25350917
